review,rating,date,bank,source,app_version,thumbs_up,scrape_date
For Samsung S3 it doesn't work properly (isn't compatible ) please fix it.,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,28,6/7/2025
I want to activate mobile banking with CBE.CBE has sent me the pin and activation code.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Gutama mahamad,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,2,6/7/2025
My partner to develop!,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
all of you have to go to the bank and fill in forms and get a pin,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
Found it very helpful,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
"no one can ever get it work. Completely unfinished app. please complete all the path. it is more useful when it is a whole app.. This is a waste of time. guys, Don't download it. I like the idea though.",2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,6,6/7/2025
money transfer,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
I don't like it just because it's limitation it's not working abroad and it doesn't give you the authentication numbers and also its only in English why not amharic,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
"It's awesome software, but sometimes it completely doesn't work. But still it's nice to start thinking like that as a developing country.....better tomorrow!",4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,4,6/7/2025
it is so nice try to use it.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Best apps fore bissneses Man.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
I cant explain my feeling itso good iliked it thanks,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,3,6/7/2025
All services not available on my phone.,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,3,6/7/2025
Yes!Yes!Yes! I loved it very much because of they gave me fast service to obtain mobile banking service and ATM service.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,2,6/7/2025
It good application! Thanks !,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,0,6/7/2025
Ato.Mussie Yohannes,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,0,6/7/2025
I love this app it's so cool and time saving but poor method of authorization key delivery method,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,10,6/7/2025
It's nice I like it,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
Lov it,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
thanks!!,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Any one pls tell me how to use mobile banking from overseas,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
Help me to get an authorization code as soon as possible please!,2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
After some step it is not functioning!,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,0,6/7/2025
User friendly!,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
But what is download authorization code???,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
I love it.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
Costamer,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
I what add bot i dot now cod,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
It was so cool and I love it,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
CBE is really the bank we rely on.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,3,6/7/2025
Jasmin Rongcales.Taylor,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
Enas mohammed,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
LIKE !!!,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
It is always good to make services easier. Go CBE.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,7,6/7/2025
To fast,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
Wow very nice but how con working,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,4,6/7/2025
Nice startup.,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,3,6/7/2025
I think it is good for all.,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
Need,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,1,6/7/2025
Very good but not i know using,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
I love my cbe,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
Its very bsst app,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,3,6/7/2025
Nice to see U leading...,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
"It says that Once you download the application, you can get Authorization code and PIN from your CBE Branch at any time. Have downloaded the application and Authorization code should be available at the time of downloading instantly. Instructions should be clear. Once we can log in to the system, we can comment more but for now we can only say what I have experienced",3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,117,6/7/2025
Please keep upgrading. We thank you.,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
good application how can I get authorization code for CBE application for used,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,3,6/7/2025
God is love.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,3,6/7/2025
Wish they made ut easier to get the initial codes tho.,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
Not recive the code,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
How I get the aut.code?,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,4,6/7/2025
"it is very cool app ti me, but unfinished description and guide yet! .",2,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
zola,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,4,6/7/2025
God is love,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
Unable to get auth key,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,1,6/7/2025
As wr wb,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
Cbe where a good access,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,,0,6/7/2025
Really I am more appreciate your work. It is a nice application.,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,13,6/7/2025
The bank thats realy gives a better service,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,2,6/7/2025
Good idea,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,4,6/7/2025
Authorization code i don't know how to get it anyone out there please help,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,28,6/7/2025
its good,5,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,4,6/7/2025
can any one explain me how this thing work? currently I am a mobile banking service user and I have installed this app. but whenever I start the app it requests for download authorization key. where and how can I get this key? Thanks,1,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,25,6/7/2025
It might be good,3,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,4,6/7/2025
it's ok letst tecnologey.,4,6/7/2025,Commercial Bank of Ethiopia,Google Play Store,1,5,6/7/2025
it's not working,3,6/7/2025,Bank of Abyssinia,Google Play Store,25.05.03,0,6/7/2025
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,6/7/2025,Bank of Abyssinia,Google Play Store,,0,6/7/2025
exceptional,5,6/7/2025,Bank of Abyssinia,Google Play Store,,0,6/7/2025
BoA Mobile good bank,5,6/7/2025,Bank of Abyssinia,Google Play Store,25.05.03,0,6/7/2025
this is worest app 24/7 loading,1,6/7/2025,Bank of Abyssinia,Google Play Store,25.05.03,0,6/7/2025
This App is not interest for Android phone Please update it .,1,6/7/2025,Bank of Abyssinia,Google Play Store,,0,6/7/2025
BoA system is confartable,5,6/7/2025,Bank of Abyssinia,Google Play Store,25.05.03,0,6/7/2025
very nice Abyssinia bank is choice all,5,6/7/2025,Bank of Abyssinia,Google Play Store,25.05.03,0,6/7/2025
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,6/7/2025,Bank of Abyssinia,Google Play Store,,0,6/7/2025
Good service.,3,6/7/2025,Bank of Abyssinia,Google Play Store,25.05.03,0,6/7/2025
the app crush frequently,1,6/7/2025,Bank of Abyssinia,Google Play Store,25.05.03,0,6/7/2025
good,5,6/7/2025,Bank of Abyssinia,Google Play Store,25.05.03,0,6/7/2025
You guys keeps getting worst,1,6/7/2025,Bank of Abyssinia,Google Play Store,25.05.03,0,6/7/2025
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,6/7/2025,Bank of Abyssinia,Google Play Store,25.05.03,48,6/7/2025
but not opening on android,4,6/7/2025,Bank of Abyssinia,Google Play Store,,0,6/7/2025
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,6/7/2025,Bank of Abyssinia,Google Play Store,25.05.03,4,6/7/2025
amazing,5,6/7/2025,Bank of Abyssinia,Google Play Store,25.05.03,0,6/7/2025
excellent app,4,6/7/2025,Bank of Abyssinia,Google Play Store,,0,6/7/2025
excellent,5,6/7/2025,Bank of Abyssinia,Google Play Store,,0,6/7/2025
ሞላዬ ከበደ,5,6/7/2025,Bank of Abyssinia,Google Play Store,25.05.03,0,6/7/2025
"this app does no work on Samsung a51, it just gives a preview of the logo",1,6/7/2025,Bank of Abyssinia,Google Play Store,24.09.30,0,6/7/2025
nice,5,6/7/2025,Bank of Abyssinia,Google Play Store,25.05.03,0,6/7/2025
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,6/7/2025,Bank of Abyssinia,Google Play Store,25.05.03,62,6/7/2025
Best app,5,6/7/2025,Bank of Abyssinia,Google Play Store,25.05.03,0,6/7/2025
liking this application good 👍,5,6/7/2025,Bank of Abyssinia,Google Play Store,25.05.03,0,6/7/2025
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,6/7/2025,Bank of Abyssinia,Google Play Store,,2,6/7/2025
it's really good 👍,5,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,0,6/7/2025
Bad app . it stuck when you open and noting WORKS.,1,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,2,6/7/2025
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,4,6/7/2025
Best,2,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,0,6/7/2025
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,11,6/7/2025
yideg,1,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,0,6/7/2025
አይከፍትም እኮ,1,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,0,6/7/2025
great boa,5,6/7/2025,Bank of Abyssinia,Google Play Store,,0,6/7/2025
boa of mobile backing,5,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,0,6/7/2025
faster bank of Abissinya,5,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,0,6/7/2025
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,6,6/7/2025
it just doesn't work...so frustrating,1,6/7/2025,Bank of Abyssinia,Google Play Store,,0,6/7/2025
like,5,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,1,6/7/2025
it's not work correctly... you must have update it,1,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,2,6/7/2025
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,20,6/7/2025
after i typed in my password it says successfully logged out ...and goes back to the first page,2,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,2,6/7/2025
good but they don't update enough don't add new things,3,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,1,6/7/2025
very good,5,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,0,6/7/2025
thank you,5,6/7/2025,Bank of Abyssinia,Google Play Store,24.09.30,0,6/7/2025
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,1,6/7/2025
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,6/7/2025,Bank of Abyssinia,Google Play Store,,0,6/7/2025
good application,5,6/7/2025,Bank of Abyssinia,Google Play Store,,0,6/7/2025
this version is not working for me I cannot even buy card. I cannot send money,1,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,2,6/7/2025
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,4,6/7/2025
always problematic hardly works,1,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,1,6/7/2025
considering the fact the bank is huge this app really bad you could do better,1,6/7/2025,Bank of Abyssinia,Google Play Store,,1,6/7/2025
best app,5,6/7/2025,Bank of Abyssinia,Google Play Store,,1,6/7/2025
"worst app and Bank ever u be ashamed, scammer",1,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,0,6/7/2025
great BoA,5,6/7/2025,Bank of Abyssinia,Google Play Store,24.11.22,0,6/7/2025
best,5,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,0,6/7/2025
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,6/7/2025,Bank of Abyssinia,Google Play Store,,2,6/7/2025
there is no speed,1,6/7/2025,Bank of Abyssinia,Google Play Store,24.11.22,0,6/7/2025
"For anyone who wants to download it, just don't!!!",1,6/7/2025,Bank of Abyssinia,Google Play Store,25.03.07,0,6/7/2025
